Locus_Tag	Gene_Name	Product_Description	Strain_Name	Accession	GO_Term	Namespace	GO_Evidence_Code	Evidence_Ontology_ECO_Code	Evidence_Ontology_Term	Similar_To_Binds_To	PMID
PA3629	adhC	alcohol dehydrogenase class III	Pseudomonas aeruginosa PAO1 (Reference)	GO:0008270	zinc ion binding	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PS00059	PMID:24451626
PA3629	adhC	alcohol dehydrogenase class III	Pseudomonas aeruginosa PAO1 (Reference)	GO:0016491	oxidoreductase activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PS00059	PMID:24451626
PA3629	adhC	alcohol dehydrogenase class III	Pseudomonas aeruginosa PAO1 (Reference)	GO:0006069	ethanol oxidation	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:cd08300	PMID:24451626
PA3629	adhC	alcohol dehydrogenase class III	Pseudomonas aeruginosa PAO1 (Reference)	GO:0051903	S-(hydroxymethyl)glutathione dehydrogenase activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:cd08300	PMID:24451626
PA3629	adhC	alcohol dehydrogenase class III	Pseudomonas aeruginosa PAO1 (Reference)	GO:0008152	metabolic process	biological_process	ISS	ECO:0000044	sequence similarity evidence		
PA3629	adhC	alcohol dehydrogenase class III	Pseudomonas aeruginosa PAO1 (Reference)	GO:0046294	formaldehyde catabolic process	biological_process	ISS	ECO:0000250	sequence similarity evidence used in manual assertion	UniProtKB:P45382	PMID:11133961
PA3629	adhC	alcohol dehydrogenase class III	Pseudomonas aeruginosa PAO1 (Reference)	GO:0018467	formaldehyde dehydrogenase activity	molecular_function	ISS	ECO:0000250	sequence similarity evidence used in manual assertion	UniProtKB:P45382	PMID:11133961
PA3630	gfnR	glutathione-dependent formaldehyde neutralization regulator GfnR	Pseudomonas aeruginosa PAO1 (Reference)	GO:0003700	transcription factor activity, sequence-specific DNA binding	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PS50931	PMID:24451626
PA3630	gfnR	glutathione-dependent formaldehyde neutralization regulator GfnR	Pseudomonas aeruginosa PAO1 (Reference)	GO:0006355	regulation of transcription, DNA-templated	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PS50931	PMID:24451626
PA3633	ygbP	4-diphosphocytidyl-2-C-methylerythritol synthase	Pseudomonas aeruginosa PAO1 (Reference)	GO:0070567	cytidylyltransferase activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF01128	PMID:24451626
PA3633	ygbP	4-diphosphocytidyl-2-C-methylerythritol synthase	Pseudomonas aeruginosa PAO1 (Reference)	GO:0003824	catalytic activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PS01295	PMID:24451626
PA3633	ygbP	4-diphosphocytidyl-2-C-methylerythritol synthase	Pseudomonas aeruginosa PAO1 (Reference)	GO:0008299	isoprenoid biosynthetic process	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PS01295	PMID:24451626
PA3633	ygbP	4-diphosphocytidyl-2-C-methylerythritol synthase	Pseudomonas aeruginosa PAO1 (Reference)	GO:0050518	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:MF_00108	PMID:24451626
PA3633	ygbP	4-diphosphocytidyl-2-C-methylerythritol synthase	Pseudomonas aeruginosa PAO1 (Reference)	GO:0051188	cofactor biosynthetic process	biological_process	ISS	ECO:0000044	sequence similarity evidence		
PA3634	PA3634	conserved hypothetical protein	Pseudomonas aeruginosa PAO1 (Reference)	GO:0007049	cell cycle	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF04977	PMID:24451626
PA3635	eno	enolase	Pseudomonas aeruginosa PAO1 (Reference)	GO:0046872	metal ion binding	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:SFLDS00001	PMID:24451626
PA3635	eno	enolase	Pseudomonas aeruginosa PAO1 (Reference)	GO:0000015	phosphopyruvate hydratase complex	cellular_component	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:SFLDG00178	PMID:24451626
PA3635	eno	enolase	Pseudomonas aeruginosa PAO1 (Reference)	GO:0000287	magnesium ion binding	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:SFLDG00178	PMID:24451626
PA3635	eno	enolase	Pseudomonas aeruginosa PAO1 (Reference)	GO:0004634	phosphopyruvate hydratase activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:SFLDG00178	PMID:24451626
PA3635	eno	enolase	Pseudomonas aeruginosa PAO1 (Reference)	GO:0006096	glycolytic process	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:SFLDG00178	PMID:24451626
PA3635	eno	enolase	Pseudomonas aeruginosa PAO1 (Reference)	GO:0006091	generation of precursor metabolites and energy	biological_process	ISS	ECO:0000250	sequence similarity evidence used in manual assertion		PMID:8988374
PA3635	eno	enolase	Pseudomonas aeruginosa PAO1 (Reference)	GO:0015976	carbon utilization	biological_process	ISS	ECO:0000250	sequence similarity evidence used in manual assertion		PMID:8988374
PA3635	eno	enolase	Pseudomonas aeruginosa PAO1 (Reference)	GO:0044248	cellular catabolic process	biological_process	ISS	ECO:0000250	sequence similarity evidence used in manual assertion		PMID:8988374
PA3635	eno	enolase	Pseudomonas aeruginosa PAO1 (Reference)	GO:0044267	cellular protein metabolic process	biological_process	ISS	ECO:0000250	sequence similarity evidence used in manual assertion		PMID:8988374
PA3636	kdsA	2-dehydro-3-deoxyphosphooctonate aldolase	Pseudomonas aeruginosa PAO1 (Reference)	GO:0009058	biosynthetic process	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF00793	PMID:24451626
PA3636	kdsA	2-dehydro-3-deoxyphosphooctonate aldolase	Pseudomonas aeruginosa PAO1 (Reference)	GO:0005737	cytoplasm	cellular_component	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:MF_00056	PMID:24451626
PA3636	kdsA	2-dehydro-3-deoxyphosphooctonate aldolase	Pseudomonas aeruginosa PAO1 (Reference)	GO:0008152	metabolic process	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:MF_00056	PMID:24451626
PA3636	kdsA	2-dehydro-3-deoxyphosphooctonate aldolase	Pseudomonas aeruginosa PAO1 (Reference)	GO:0008676	3-deoxy-8-phosphooctulonate synthase activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:MF_00056	PMID:24451626
PA3636	kdsA	2-dehydro-3-deoxyphosphooctonate aldolase	Pseudomonas aeruginosa PAO1 (Reference)	GO:0003824	catalytic activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:G3DSA:3.20.20.70	PMID:24451626
PA3636	kdsA	2-dehydro-3-deoxyphosphooctonate aldolase	Pseudomonas aeruginosa PAO1 (Reference)	GO:0044248	cellular catabolic process	biological_process	IDA	ECO:0000002	direct assay evidence		
PA3636	kdsA	2-dehydro-3-deoxyphosphooctonate aldolase	Pseudomonas aeruginosa PAO1 (Reference)	GO:0009276	Gram-negative-bacterium-type cell wall	cellular_component	IDA	ECO:0000314	direct assay evidence used in manual assertion		PMID:10220877
PA3636	kdsA	2-dehydro-3-deoxyphosphooctonate aldolase	Pseudomonas aeruginosa PAO1 (Reference)	GO:0015976	carbon utilization	biological_process	IDA	ECO:0000314	direct assay evidence used in manual assertion		PMID:10220877
PA3636	kdsA	2-dehydro-3-deoxyphosphooctonate aldolase	Pseudomonas aeruginosa PAO1 (Reference)	GO:0009103	lipopolysaccharide biosynthetic process	biological_process	IDA	ECO:0000314	direct assay evidence used in manual assertion		PMID:10220877
PA3636	kdsA	2-dehydro-3-deoxyphosphooctonate aldolase	Pseudomonas aeruginosa PAO1 (Reference)	GO:0009103	lipopolysaccharide biosynthetic process	biological_process	IMP	ECO:0000315	mutant phenotype evidence used in manual assertion		PMID:21042030
PA3636	kdsA	2-dehydro-3-deoxyphosphooctonate aldolase	Pseudomonas aeruginosa PAO1 (Reference)	GO:0036104	Kdo2-lipid A biosynthetic process	biological_process	IDA	ECO:0000314	direct assay evidence used in manual assertion		PMID:10220877
PA3637	pyrG	CTP synthase	Pseudomonas aeruginosa PAO1 (Reference)	GO:0003883	CTP synthase activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:MF_01227	PMID:24451626
PA3637	pyrG	CTP synthase	Pseudomonas aeruginosa PAO1 (Reference)	GO:0006221	pyrimidine nucleotide biosynthetic process	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:MF_01227	PMID:24451626
PA3637	pyrG	CTP synthase	Pseudomonas aeruginosa PAO1 (Reference)	GO:0006241	CTP biosynthetic process	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:cd01746	PMID:24451626
PA3637	pyrG	CTP synthase	Pseudomonas aeruginosa PAO1 (Reference)	GO:0009117	nucleotide metabolic process	biological_process	ISS	ECO:0000250	sequence similarity evidence used in manual assertion		PMID:3298209
PA3638	PA3638	conserved hypothetical protein	Pseudomonas aeruginosa PAO1 (Reference)	GO:0000166	nucleotide binding	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF09179	PMID:24451626
PA3638	PA3638	conserved hypothetical protein	Pseudomonas aeruginosa PAO1 (Reference)	GO:0005524	ATP binding	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF09179	PMID:24451626
PA3638	PA3638	conserved hypothetical protein	Pseudomonas aeruginosa PAO1 (Reference)	GO:0005737	cytoplasm	cellular_component	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF09179	PMID:24451626
PA3638	PA3638	conserved hypothetical protein	Pseudomonas aeruginosa PAO1 (Reference)	GO:0008033	tRNA processing	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF09179	PMID:24451626
PA3638	PA3638	conserved hypothetical protein	Pseudomonas aeruginosa PAO1 (Reference)	GO:0016879	ligase activity, forming carbon-nitrogen bonds	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF09179	PMID:24451626
PA3639	accA	acetyl-coenzyme A carboxylase carboxyl transferase (alpha subunit)	Pseudomonas aeruginosa PAO1 (Reference)	GO:0003989	acetyl-CoA carboxylase activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PR01069	PMID:24451626
PA3639	accA	acetyl-coenzyme A carboxylase carboxyl transferase (alpha subunit)	Pseudomonas aeruginosa PAO1 (Reference)	GO:0006633	fatty acid biosynthetic process	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PR01069	PMID:24451626
PA3639	accA	acetyl-coenzyme A carboxylase carboxyl transferase (alpha subunit)	Pseudomonas aeruginosa PAO1 (Reference)	GO:0009317	acetyl-CoA carboxylase complex	cellular_component	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PR01069	PMID:24451626
PA3639	accA	acetyl-coenzyme A carboxylase carboxyl transferase (alpha subunit)	Pseudomonas aeruginosa PAO1 (Reference)	GO:0016874	ligase activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PS50989	PMID:24451626
PA3639	accA	acetyl-coenzyme A carboxylase carboxyl transferase (alpha subunit)	Pseudomonas aeruginosa PAO1 (Reference)	GO:0006090	pyruvate metabolic process	biological_process	ISS	ECO:0000044	sequence similarity evidence		
PA3639	accA	acetyl-coenzyme A carboxylase carboxyl transferase (alpha subunit)	Pseudomonas aeruginosa PAO1 (Reference)	GO:0019541	propionate metabolic process	biological_process	ISS	ECO:0000044	sequence similarity evidence		
PA3639	accA	acetyl-coenzyme A carboxylase carboxyl transferase (alpha subunit)	Pseudomonas aeruginosa PAO1 (Reference)	GO:0044255	cellular lipid metabolic process	biological_process	ISS	ECO:0000044	sequence similarity evidence		
PA3640	dnaE	DNA polymerase III, alpha chain	Pseudomonas aeruginosa PAO1 (Reference)	GO:0003824	catalytic activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF02811	PMID:24451626
PA3640	dnaE	DNA polymerase III, alpha chain	Pseudomonas aeruginosa PAO1 (Reference)	GO:0006260	DNA replication	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF07733	PMID:24451626
PA3640	dnaE	DNA polymerase III, alpha chain	Pseudomonas aeruginosa PAO1 (Reference)	GO:0008408	3'-5' exonuclease activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF07733	PMID:24451626
PA3640	dnaE	DNA polymerase III, alpha chain	Pseudomonas aeruginosa PAO1 (Reference)	GO:0003676	nucleic acid binding	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF01336	PMID:24451626
PA3640	dnaE	DNA polymerase III, alpha chain	Pseudomonas aeruginosa PAO1 (Reference)	GO:0006259	DNA metabolic process	biological_process	ISS	ECO:0000044	sequence similarity evidence		
PA3640	dnaE	DNA polymerase III, alpha chain	Pseudomonas aeruginosa PAO1 (Reference)	GO:0034061	DNA polymerase activity	molecular_function	ISS	ECO:0000250	sequence similarity evidence used in manual assertion		PMID:8375647
PA3641	PA3641	probable amino acid permease	Pseudomonas aeruginosa PAO1 (Reference)	GO:0006814	sodium ion transport	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:TIGR00835	PMID:24451626
PA3641	PA3641	probable amino acid permease	Pseudomonas aeruginosa PAO1 (Reference)	GO:0015655	alanine:sodium symporter activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:TIGR00835	PMID:24451626
PA3641	PA3641	probable amino acid permease	Pseudomonas aeruginosa PAO1 (Reference)	GO:0016020	membrane	cellular_component	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:TIGR00835	PMID:24451626
PA3641	PA3641	probable amino acid permease	Pseudomonas aeruginosa PAO1 (Reference)	GO:0032328	alanine transport	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:TIGR00835	PMID:24451626
PA3642	rnhB	ribonuclease HII	Pseudomonas aeruginosa PAO1 (Reference)	GO:0003676	nucleic acid binding	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:SSF53098	PMID:24451626
PA3642	rnhB	ribonuclease HII	Pseudomonas aeruginosa PAO1 (Reference)	GO:0004523	RNA-DNA hybrid ribonuclease activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:cd07182	PMID:24451626
PA3642	rnhB	ribonuclease HII	Pseudomonas aeruginosa PAO1 (Reference)	GO:0004652	polynucleotide adenylyltransferase activity	molecular_function	ISS	ECO:0000044	sequence similarity evidence		
PA3642	rnhB	ribonuclease HII	Pseudomonas aeruginosa PAO1 (Reference)	GO:0006259	DNA metabolic process	biological_process	ISS	ECO:0000044	sequence similarity evidence		
PA3643	lpxB	lipid A-disaccharide synthase	Pseudomonas aeruginosa PAO1 (Reference)	GO:0008915	lipid-A-disaccharide synthase activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF02684	PMID:24451626
